9.144273264	-19.24989659	20.10562333	-50.
-7.221573138	29.84764262	-28.99191588	-33.63415360
9.742019289	-71.93391195	174.5711932	-169.3428930
-1.746504017	31.46279780	-135.6189360	140.8472362
-12.75600322	163.5767883	-664.0748979	845.4551854
7.770516905	-144.3210136	875.4141117	-1720.359830
6.673935603	-124.5825502	756.9833310	-1483.498269
-9.466259316	214.3615431	-1615.625322	4052.588588
16.19110166	-401.4151204	3310.587986	-9083.980232
-15.29814733	448.7946024	-4341.299519	13871.68228
.1487652484e-2	-10.19444706	248.5909754	-1427.952700
.2921967185	-19.78784624	354.1183663	-1814.886467
3.829725474	-147.1388814	1882.330789	-7927.736156
-.6110986132	26.05325796	-369.1670235	1828.754363
-16.38533102	688.5710191	-9644.415679	45113.24809
21.15242270	-1000.627898	15693.56808	-81576.67071
6.775640235	-310.5423400	4652.199149	-22689.36974
-13.25498364	711.0194774	-12714.35175	75721.08533
1.244294308	-71.94153163	1378.946415	-8838.703638
8.277806402	-472.8517210	8996.240013	-57081.56309
-14.35551992	885.1478581	-18163.75157	123985.0475
