3.325317760	-7.523187908	24.19787015	0.
-1.580212985	7.193404328	9.481277911	4.905530745
2.995534181	-20.26107867	64.39024390	-31.70044658
-10.40192374	100.3160426	-297.3411199	330.0309172
-1.387839231	-7.852971487	135.3349364	-246.8704912
15.95328066	-267.9697698	1435.918928	-2414.510477
-2.425283408	62.84438337	-548.9659911	1555.259361
-6.252147029	143.2085194	-1111.514943	2867.873583
7.433871522	-185.2559258	1516.200618	-4139.367915
-3.483339059	109.5087599	-1136.681553	3819.278598
6.499484713	-189.9759533	1858.165579	-6163.545173
-22.51459979	767.4888355	-8673.947097	32454.20131
23.55891446	-891.1576778	11229.81106	-47160.83133
-11.72105806	484.7612504	-6657.135005	30349.26829
