-5.480950585	30.40550736	-4.924556771	-80.
6.593738212	-5.818559034	31.29950962	-92.07468880
-35.89400226	249.1078838	-478.5533761	247.8272350
26.98227084	-316.7785741	1219.105998	-1449.832139
2.964918899	-28.57035081	66.27310449	87.27838551
-8.841946435	148.5326292	-819.2417955	1563.136552
2.402866843	-53.87400981	395.1980385	-865.7431158
-.7695209355	12.74613353	-71.14296492	222.3858921
5.675216899	-141.9275745	1166.246699	-3077.319879
-1.931346662	63.44964164	-682.1482459	2467.864957
-12.94983025	394.0041494	-3987.693323	13486.34855
18.73066767	-651.4522822	7512.327424	-28680.39419
-16.97284044	633.8740098	-7911.588080	33015.26782
14.16069408	-580.3338363	7873.113919	-35385.10751
5.330064127	-209.4473783	2680.703508	-11153.85892
