-4.230769231	0.	24.23076923	-50.
1.153846154	-16.15384615	40.38461538	-55.38461538
9.615384615	-66.92307692	141.9230769	-123.0769231
-9.615384615	106.1538462	-377.3076923	396.1538462
-1.153846154	4.615384615	28.84615385	-145.3846154
4.230769231	-76.15384615	432.6923077	-818.4615385
-1.153846154	36.92307692	-358.8461538	1028.461538
-9.615384615	240.	-1983.461538	5360.769231
9.615384615	-279.2307692	2689.615385	-8658.461538
1.153846154	-25.38461538	151.1538462	-196.9230769
-4.230769231	152.3076923	-1803.461538	6970.
