14.57231192	-18.03503951	3.462727585	0.
-16.79148059	76.05633803	-90.62864995	31.36379251
12.59361044	-100.2542082	261.9924425	-203.7169358
6.417038818	-44.66506355	95.22500859	-36.94950189
-38.26176572	491.4805909	-2049.357609	2822.493988
46.63002405	-781.8962556	4317.526623	-7788.979732
-28.25833047	566.0941257	-3770.415665	8386.904844
6.403297836	-161.8000687	1324.843696	-3502.033665
2.645139127	-71.60425970	603.2772243	-1577.856407
3.016145654	-81.62143593	693.4318104	-1848.320165
5.290278255	-149.8454139	1375.671591	-4122.452765
-4.177258674	162.5833047	-2061.044315	8478.838887
-8.581243559	321.1267606	-3963.565785	16088.92477
-1.497767090	44.87117829	-372.2432154	526.5269667
